Id,tweets
518,": The eve Trump won an producer texted me ""we [media] have blood on our hands--we treated her like a criminal, which…"
519,": Not a single one of them understands business nor have they ever made anything, done anything worthwhile or risked anyt…"
520,: SICK:
521,
522,Andrew Cuomo ordered the release of prisoners across New York as a way to “fight Coronavirus”
523,
524,That includes se…
525,": Effective immediately, Brooks Brothers will produce ,000 masks per day to protect those on the frontlines battling the…"
526,: Bad news coming in. deaths in Telangana today. Colleague reports all had attended the religious…
527,: RT if Andrew Cuomo should be removed from office for releasing child rapists from prison because he’s afraid they will g…
528,So when is the LMSM going to tell the Truth about China? Instead of promoting their PROPAGANDA... DEATHS TO C…
529,: What the fuck is the my pillow guy doing during a coronavirus press conference?
530,: Excuse my language but fuck you every person who thinks a person with a learning disabilty is less deserving of medical…
531,Yesterday saw the largest daily drop in reported U.S. Coronavirus deaths on record. A % reduction! One day doesn'…
532,I don't think there has ever been a time when every nation could consider themselves floating in the same torrid wa…
533,: What a shameful act in such miserable time. Whole world is fighting against &amp; they have their own agenda. They…
534,: So my Tiger King binge was interrupted by a text saying the CEO of MyPillow is now part of the presidential briefings on C…
535,: At this point I just want sex and a burrito
536,: Top five “How To” searches on Google in the past week (US):
537,
538,(via )
539,": I don’t think people are digesting the fact that our President did NOTHING to stop coronavirus and is now saying ,000…"
540,: So this is the flower of the kratoum plant which looks like coronavirus. A friend send it over telling me that drinking boiled…
541,: So my Tiger King binge was interrupted by a text saying the CEO of MyPillow is now part of the presidential briefings on C…
542,": ""Stay at home or this is where the swab goes"" might motivate anybody else who isn't already socially distancing."
543,Recommended
544,": GA is the only state with two U.S. Senate races on the ballot in . We must decide if we want two Senators who, when t…"
545,: Never been more jealous of a curve in my life. Man they nailed it.
546,Via Time.
547,
548,: How many noticed a rather disturbing story headlined “Pentagon Order to Plan for Escalation in Meets Warni…
549,Once this corona stuff is over I wanna finally get a new phone. Choosing between Samsung z flip or the s20 🤔
550,: Never been more jealous of a curve in my life. Man they nailed it.
551,Via Time.
552,
553,Bernie is coming on again if anyone is interested. States in lie minutes ️
554,: London and the West Midlands appear to be the Corona hotspots.
555,
556,Cannot think why. (I can)
557,": ""Death is an unavoidable part of life,"" says GOP Sen. Ron Johnson as he calls on reopening parts of the American economy to…"
558,Never forget why happened. The Chinese Communists arrested Dr for eing a cover-up of t…
559,: One of my cousins died this weekend. Please elect someone else Florida. Please.
560,"Donald Trump drops massive mic on Jim Acosta — and CNN — after Acosta asks ‘nasty, snarky question’ at COVID…"
561,: Fuck corona all my homies hate corona
562,": As the coronavirus U.S. death toll nearly doubles, the White House warns rural Americans ""you have to prepare"""
563,: CNN broke away
564,"here's the black folks not too worried about coronachan. ""GEORGE BUSH DID COVID AN SHEEYIT"""
565,Great piece on Coventry and Warwickshire WASPI women!!!
566,"Always appreciate the helpful, easy to understand info and no-nonsense approach from our very own Dr. Evans from…"
567,Bitches leaving quarantine to get some dick... You worried about the wrong corona
568,: The PSOE has put up a thread on Twitter trying to disseminate or minimise blame for encouraging the feminist marches on…
569,Support Sabrina by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too:…
570,": When the Government announced Lockdown.Nobody rushed to buy Gold,Iphone,Land.And all those Things We fight over!"
571,Everybody i…
572,": ,500+ Americans have died so far from the coronavirus. Some of them⁠—like this -yr-old in Calif.—died after being turne…"
573,: You are not particularly smart aren’t you ?if you didn’t pay attention due to the covid…
574,": Breaking News: President Trump, on a call with governors, suggested a shortage of coronavirus test kits had been resolved. But…"
575,": virginians that decided to go to the beach over the weekend, congrats we’re on lockdown until june tenth"
576,: Today marks two weeks at for me. It will probably be another few days before I’m released - but given how close I…
577,": My son, Zamin taking part in the initiated by ."
578,
579,
580,https:…
581,: This too shall pass.
582,
583,": Impact of US sanctions is so severe, 's hospitals lack basic necessities to address the outbreak there. “We are…"
584,": Just pay your fucking taxes! We don’t need your piddly donations, we need your regular taxes paid in full."
585,: I was cleaning my office and I stumbled upon the cause of the coronavirus pandemic
586,: this is very very important and you should read it and keep an eye out
587,
588,": New Jersey National Guardsman had died from ; ""Today is a sad day for the Department of Defense as we have lost our…"
589,: BREAKING NEWS (and note that Virginia's recent stay-at-home order runs through JUNE ):
590,: Number of cases in the US are SKYROCKETING faster than *any* country at the same point in the outbreak and…
591,": If you watch anything today, watch an entire hood on lockdown in Brooklyn rapping Juicy by the notorious B.I.G. Juicyyyy !…"
592,": ""Stay at home or this is where the swab goes"" might motivate anybody else who isn't already socially distancing."
593,": In case you weren’t aware, is a massive scumbag."
594,
595,is doing way more to help out than is.
596,
597,Serio…
598,": LETTER: President writes a letter to Nigerians, notifying them about the Act he signed today, the Regul…"
599,: “President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates…
600,Florida appears to be the only state getting all its federal coronavirus equipment requests met
601,‘Humble’ NYC Doctor Who Led Miracle Surgery on Conjoined Twins Dies of COVID-19 Complications
602,: This is what means! Thank you so much for your leadership and commitment to ensure everyone has acc…
603,my chest hurts please stop
604,: BREAKING NEWS.!!
605,
606,Florida pastor Rodney Howard-Browne was arrested after holding services Sunday at his Tampa megachurch d…
607,: i just know a celebrity is gonna get cancelled after making an April Fool’s joke about getting coronavirus. Any bets on who it…
608,: CNN’s Jim Acosta just called out Trump for lying about coronavirus. Trump replied by having a tantrum. Trump says he could “cau…
609,: C'mon. They deserve more than a thank you. They need ) medicare for all ) paid sick leaves ) extra pay for dangerous work…
610,: Hall of Fame RB OJ Simpson announces on Twitter that he has tested positive for the Coronavirus. Prayers up for OJ …
611,: Turkey Government is still keeps the politic prisoners in the jails although Coronavirus is spreading increasingly. We…
612,: An independent newspaper in Beijing reported that testing labs that had cracked the code and identified the mystery flu as a ne…
613,: Today's case summary includes a NEW chart with hospitalizations &amp; deaths by age group:
614,",627 cases"
615,hospitalized
616,counti…
617,: The U.S. just signed a $450 million coronavirus vaccine contract with Johnson &amp; Johnson
618,": The impact of has led us to adapt a new virtual life in school, work, exercise &amp; more. What are the short and l…"
619,: Thank you to ALL the doctors across the world helping us fight
620,
621,I am very grateful for the doctors and medica…
622,"No secret here, Cooperative Extension is on the job."
623,: I found this on Instagram &amp; I literally bursted!! Thx
624,
625,": When this is over, let’s not forget Alexander Downer’s contribution."
626,: This would be a lie:
627,: BREAKING NEWS
628,
629,"Illinois Governor J.B. Pritzker announced his state will take charge of coronavirus testing, citing Presid…"
630,"Low el corona makhlsitsh abl eid melady, boy I m going to be pissed pissed"
631,: Na this lockdown is different for everyone.
632,": ""Nat sec. adviser Robert C. O’Brien and his deputy Matthew Pottinger were among those pushing early for strong action…"
633,Do I know you?
634,No one should come closer to me
635,
636,
637,Full lockdown
638,: This whole lockdown got me thinking how I never locked you down...
639,: We are responding to the pandemic in New York City with an Emergency Field Hospital to care for criticall…
640,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
641,": and break down all the social, economic, political and personal ramifications of the …"
642,: Wow that’s crazy
643,"Remember, everyone is just trying to do their best to navigate these uncharted waters. Grace and compassion go a lo…"
644,: One of the keys to returning to normalcy:
645,
646,Here’s a coronavirus exit strategy to protect workers’ health and enable them to…
647,: More life to me.
648,
649,"Fuck Corona for bunning up my whole glowday, get me back in a suit, routine and lick a fade on my head…"
650,He can speak to that after he is infected with COVID19 and denied all medical care so he’s stuck at home eing h…
651,: More Americans have now died from the coronavirus than on /11.
652,
653,"Trump knew about this for months, but chose to lie and c…"
654,COVID-19
655,": We must all remember our gallant men in the field of battle even, as Corona virus ravages everywhere, for theirs is a doubl…"
656,: We must move forward on a fourth coronavirus stimulus package.
657,
658,"This bill must protect workers, not hand out more corpor…"
659,": Acosta: ""What do you say to those who are upset you spent weeks downplaying the coronavirus?"""
660,
661,"TRUMP: ""If you look at those…"
662,First coronavirus patient dies in Moscow region
663,So try to get corona
664,": But, by all means, believe the real estate developer who stiffs contractors, paid fines for running a sham college, lies a…"
665,": I actually love that the WH briefing included CEO’s, each of whom elained how their business is joining America’s all-han…"
666,: Best lockdown burn so far: my wife said to me “Just because you’re bad at being a man doesn’t mean you’re a feminist.”
667,": Lockdown got me drawing again, here’s"
668,": When you buy Made in China, you never know what you’re getting."
669,
670,These are Coronavirus masks.
671,
672,Probably give you more virus…
673,: BREAKING: State Rep. Isaac Robinson died at a.m. this morning at Detroit Receiving Hospital from a suspected …
674,": UPDATE: Dr. Zelenko Has Now Treated Coronavirus Patients with % SUCCESS RATE -- Using Hydroxychloroquine, Zinc a…"
675,": The Department of Homeland Security reportedly stopped updating its annual pandemic planning models in , leaving the gove…"
676,": NEW: Germany reports ,447 new cases of coronavirus and new deaths."
677,
678,"A total of ,882 cases and deaths."
679,: Coranavirus: Is video calling the key to happiness during the COVID-19 lockdown?
680,
681,: Bristol City Mayor shares an update on Bristol's response to
682,
683,Emergency food packages for some of…
684,": Twenty new cases of have been reported in Nigeria; in Lagos, in FCT, in Kaduna and in Oyo State"
685,
686,As at :00…
687,: So shortness of breath is a corona
688,symptom right but you know what
689,also gives me shortness of breath?
690,Anxiety. And you k…
691,": Heartbroken to share that , a prolific trans organizer &amp; Queens activist, passed away from COVID-19."
692,
693,Lorena champion…
694,": I hope for the sake of the health establishment that this global panic and shutdown turn out to be justified. If not, one…"
695,: Astrophysicist gets magnets stuck up nose while inventing coronavirus device
696,My mood once lockdown is over!🤍
697,: Netflix show predicted the coronavirus outbreak with alarming accuracy in
698,: Fantasizing about some freaky stuff during lockdown
699,
700,: The corrupt MY PILLOW guy is laying off workers to focus on a brand new fraudulent business scheme.
701,
702,"Today, he was…"
703,: since the world is ending soon
704,: COVID19 is about to get bad (very bad) in this next month &amp; y’all think this shit gone be over in two weeks. No one is s…
705,": A Melbourne pub has been slapped with a $9913, fine after it was found operating on Saturday night despite bans.…"
706,: she prolly don’t even know about the coronavirus
707,: Coronavirus Preventive Methods
708,Music by (choices “yup”)
709,: Trump is trying to ban this ad about his coronavirus response so please don't share it
710,: So my Tiger King binge was interrupted by a text saying the CEO of MyPillow is now part of the presidential briefings on C…
711,: Corona- Norco United Way Donation Campaign
712,
713,Please donate to the Corona-Norco United Way so they can continue to provi…
714,: Lockdown has started🤲🤲🤲🤲
715,God help us o
716,: Here’s the link for information on COVID19 and the risk to animals / human-to animal and all other questions.
717,
718,…
719,": Here is a video on how Spain's health workers are bravely fighting , often without adequate protection…"
720,Support Taylor by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too:…
721,": ,000 arrests vs. + tests"
722,": He said he called Tom Brady earlier this week, too."
723,
724,I bet he has Kid Rock and the My Pillow guy leading a task force wit…
725,: Communist China is so happy that CNN's Jim Acosta is at the coronavirus press briefing
726,": “Nobody would have ever thought a thing like this could have happened."" -"
727,
728,"Umm, the Obama administrati…"
729,Coronavirus stimulus just pushed Fed's balance sheet past $5 trillion for the first time ever…
730,: Michael McKinnell Dies of Complications from Coronavirus
731,
732,": ""The disconnect between what u might be hearing at a press briefing &amp; what I am hearing...in the ED that chasm couldn't be…"
733,: Cuomo Tells Trump to 'Stop the Politics' and Help with Coronavirus Response |
734,: The Washington DC Environmental Film Festival is the largest of its kind in the world—and it's streaming online for free th…
735,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
736,: I'd like to give a huge slobbering shout-out to in honour of tonight's excellent Four Corners episode on co…
737,"Room temp of degrees F with high humidity helps against , says study. (I suggest that we use a steam…"
738,": “I live in an estate” yen yen yen. Corona virus don make you sit down for your papa house now. Ordinary voice note, goat no le…"
739,": virginians that decided to go to the beach over the weekend, congrats we’re on lockdown until june tenth"
740,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
741,: Trump showcasing executives from all these private companies instead of talking about government efforts is a reflection of ho…
742,: The corrupt MY PILLOW guy is laying off workers to focus on a brand new fraudulent business scheme.
743,
744,"Today, he was…"
745,: Important - (Canadian Bar Association) position on and Incarcerated and Detained individuals. Will gover…
746,: Lick lizzo's asshole or get coronavirus?
747,: Trump Listens to Eerts (Again) While Biden Lies About It (Again)
748,
749,Will Joe Biden and his campaign finally stop spreading this…
750,: Witnessing what’s happening in my home NYC with tears in my eyes. The deaths &amp; healthcare worker infections continue to c…
751,: FLASHBACK Feb. : Pelosi Stands In San Francisco’s Chinatown And Urges People To Come Out
752,: “Get the hell-“ you know the rest
753,": A painting by Vincent van Gogh was stolen in an overnight raid at a Dutch museum that is closed because of the coronavirus, authori…"
754,How many masks is CNN making?
755,": Students, how are coronavirus-related school closures affecting you?"
756,": Hello, based department?"
757,I know this girl didn’t just wear a Native American costume and pretend to bang drums and more in ? Oh no no no…
758,: Kanye West donates thousands of meals in LA and Chicago.
759,
760,Ye donated to charities focused on helping elderly people and f…
761,": → Under ’s direction, the USNS Comfort hospital ship has arrived in New York City to re…"
762,: No.10 must continue to resist EU pressure to extend the Transition Period.
763,
764,It is nonsense that discussions cannot take pla…
765,: US CDC was informed by China on January rd. DJT has failed the nation royally by doing…
766,Best song you’ve heard about the Coronavirus?
767,: People are complaining about another days of lockdown as if it it's not gonna be + days
768,": Love this but these hotels can't eect to make $ out of this, especially if they're shut down now anyways! Govt shoul…"
769,: Corona I take God beg you leave my Papa alone.
770,": I don’t think people are digesting the fact that our President did NOTHING to stop coronavirus and is now saying ,000…"
771,: Enjoy
772,: .
773,
774,The Federal Reserve has moved faster and farther than ev…
775,: this may have been taking our pre publicity too far for tonights live tweeting of the Vincent Van Gogh Dr Who episode. sorr…
776,": GA is the only state with two U.S. Senate races on the ballot in . We must decide if we want two Senators who, when t…"
777,: BREAKING: The Pentagon has announced the first COVID-19 death in the military. The individual has been identified as a N…
778,: Coronavirus will end soon. In Jesus name.
779,: STUNNING! Pelosi Blames Trump for Coronavirus: After She Pushed Tourists to Visit Chinatown in Late February Weeks After…
780,: This is incredible Liam!!
781,": No confusion, they think we're mushroom, in the dark to be fed BS!"
782,
783,Turn off your TV and read.
784,: Hrithik Roshan REVEALS how he had to perform without rehearsals due to the Coronavirus scare
785,…
786,: Here's Dr Fauci immediately pouring cold water on Trump's hope that the coronavirus won't strike again in the fall
787,: Coronavirus will end soon. In Jesus name.
788,"Dear Nigerians, Prepare for extra days lockdown"
789,: NEW: Monday March update of coronavirus mortality trajectories
790,
791,"• US deaths doubling every days, as Fauci predicts o…"
792,: FUCK THE CORONA VIRUS.
793,: The governor of Oyo State just tested positive to the Coronavirus
794,
795,"I wish him recovery, I hope we learn very vita…"
796,Watch 's broadcast: White House coronavirus task force provides an update.8
797,: Witnessing what’s happening in my home NYC with tears in my eyes. The deaths &amp; healthcare worker infections continue to c…
798,: Everyone needs to stop airing Trump’s coronavirus press conferences. Raise your hand if you agree.
799,My reaction towards COVID-19
800,The existing of Corona virus disease (COVID-19) that is rarely dominating and…
801,: For anyone who comes across the opinion piece of an epidemiologist suggesting lockdown is like using a sledgehammer to hit a…
802,"If you are affected by the ripple affects of (), contact to get connected to the comm…"
803,": The eve Trump won an producer texted me ""we [media] have blood on our hands--we treated her like a criminal, which…"
804,: President Trump is now in the Rose Garden with a coronavirus test that is said to be a rapid test approved recently by the FDA…
805,"He lies without any thought of his words; infections going up over K, no test except dreamland, how can he lead u…"
806,: Never been more jealous of a curve in my life. Man they nailed it.
807,Via Time.
808,
809,The Sunday before CoronaVirus I visited a Church in my new neighborhood and everyone stared at me like I had lost m…
810,get the coronavirus. my immune system can fight it off
811,": President Trump, answering a question from , just defended saying a month ago that a “miracle” would take away the coro…"
812,: This could’ve been us if we had a competent president who cared about anything other than the next poll.
813,: President Trump at the coronavirus briefing just now reiterated that his hair is his.
814,
815,He said: My hair is blowing in the wind…
816,: New York: makeshift hospitals set up as Cuomo warns 'tsunami is coming'
817,": OK, who had the My Pillow guy appearing in a ""coronavirus briefing"" on their crazy BINGO card?"
818,
819,No you didn't. Stop.
820,This i…
821,": ""three Asian American family members, including a -year-old and -year-old, were stabbed … The suspect indicated that h…"
822,: THIS IS HUGE!
823,
824,: THIS is on and !!
825,
826,Figure out how to run your cities before you blame for all your case…
827,: Realizing that more and more sneaker release dates are going to be pushed back because of coronavirus
828,: Don’t think for a second that Tяump hasn’t been informed of this. He’s already hinted at “postponing” the …
829,: Corporations like Whole Foods have a moral obligation to take this pandemic seriously and stop putting profits over peop…
830,: BREAKING: Detroit will be one of the first U.S. cities to get rapid coronavirus testing machines from Abbott Labs (just…
831,: Bruce Wayne Suspected As Patient Zero In Gotham Coronavirus Outbreak
832,"Meanwhile in the greatest country in the world, we get garbage bags"
833,: Google Bans Alex Jones App For Eing Dems Blocking Coronavirus Treatments! 🤐
834,
835,
836,"Imagine Covid19 hit just a short time earlier when California was on fire!? Or Yellowstone blows, or b…"
837,": JUST IN: Number of confirmed coronavirus cases in the U.S. has reached ,000."
838,: Rosanna Arquette blames President Trump for coronavirus deaths: tweets these hollywood…
839,: WaPo: times Trump downplayed the coronavirus.
840,: Weird that these mistakes only ever go one way.
841,: Buhari made history as the only leader in the world to hold a Covid19 press conference without taking questions from the…
842,: statistical outliers that disprove the virus’ alleged deadliness:
843,
844,Japan: it’s because they bow and wear mas…
845,: This is how far back we have to put the swab to test you for .
846,
847,You might want to follow medical recommendations an…
848,: Cloudflare guy on CNBC offering his services to government to protect against supposed threats to election infrastructu…
849,: Illegal aliens in ICE custody in Pennsylvania have started a hunger strike to demand their release in the midst of the c…
850,Happy to all our medical staff and professionals. Thanks you for working those tireless h…
851,: BREAKING: A Florida sheriff announced an arrest warrant for a controversial pastor after the religious leader refused to…
852,When I come outside for essential$$$
853,": ‘Health Care Kamikazes’: How Spain’s Workers Are Battling Coronavirus, Unprotected"
854,": LEAKED AUDIO: Kennedy Center President Deployed Lobbyist, Board to Secure $25 Million in Coronavirus Stimulus, Workers Fu…"
855,: On the ground update from coronavirus lockdown in London
856,": Corona attacks the elderly over years and Hindu saint Sant Shri Asaram Bapu Ji is years old, we deman…"
857,: Coronavirus: Questions over true death toll as hospital records almost three times more deaths than official figures show https:…
858,: You don’t really get any more stupid than every person and their mother from my hometown thinking it’s a good idea to hik…
859,": My Pillow shifted % of his company's production line and % of its sewers to making ,000 face masks a day and pla…"
860,: This is from the same human-failure that insisted that the life saving travel ban was xenophobic and racist. I’m really sorry…
861,: this is absolutely terrifying
862,If you want to see my hot ass then write me a DM and follow me on Twitter🥵 …
863,President Cyril Ramaphosa is sending health workers to our communities to test us for .
864,
865,My thoughts are wi…
866,: Please RT after you Vote.
867,Regarding Trumps worst fukk up so far has been:
868,: Wow that’s crazy
869,": “Only a truly ambitious, radical departure from the status quo that replaces the eloitative for-profit model with one…"
870,: RT if Andrew Cuomo should be removed from office for releasing child rapists from prison because he’s afraid they will g…
871,: We’re literally hours away from the end of the month when millions of newly unemployed Americans will lose their employ…
872,correct decision
873,: A free press is the backbone of our democracy. Local journalism is essential to keeping us informed and holding power to…
874,The Financial System Was FUBAR Before The -Virus Crisis
875,": Despite mass AMERICAN unemployment during C-virus, federal agencies accelerating speed at which foreign workers will be import…"
876,": The Italian government will move to extend all coronavirus containment measures until at least April , which is Easter Sunday,…"
877,: Do i NEED new clothes during a lockdown? Absolutely not. have i spent days ordering clothes? Yes i have
878,: A free press is the backbone of our democracy. Local journalism is essential to keeping us informed and holding power to…
879,"""Coronavirus: Number of global cases passes ,000"""
880,: REPORTER: “What do you say to those who are upset you spent weeks downplaying the coronavirus?”
881,
882,TRUMP says everything he…
883,Fucking good.
884,": Attention ,Get This Guy"
885,: After week at his age???? Ffs buss us the cure man
886,: So tell me why prince Charles has recovered from covid19 after days and no ones reporting it? Only when he got it? y’all…
887,: This is a difficult time for anyone who worries about how to care for their loved ones—which means it's difficult for e…
888,: She was my rep for a long time. Speedy healing to .
889,Bless you sweet girl the feeling is mutual. st thing we’re doing after this lockdown is meeting f…
890,". and - watch these videos from some of the ,000 voices urging you to cancel rent and…"
891,UK police warned against ‘overreach’ in use of virus lockdown powers |
892,: The Hijra and transgender community of Bangladesh are among the most vulnerable during this lockdown. Please share among your n…
893,: The coronavirus is showing us how clean the air can be if electric cars were the norm by …
894,: Trump showcasing executives from all these private companies instead of talking about government efforts is a reflection of ho…
895,": Coronavirus update, Europe:"
896,
897,"- Spain: ,846 new cases"
898,"- Germany: ,447 new cases"
899,"- France: ,376 new cases"
900,"- Italy: ,05…"
901,: It's hard to read this story and not conclude one thing: The Trump Administration failed the American people.
902,: coronavirus got my peoples going crazy with the cuts man
903,: Qanon and other nutjobs from a certain extreme of the political spectrum are busy filming hospitals in hopes of proving that t…
904,: STAYHOMESA
905,COVID19
906,SANDF
907,: This story about how govt efforts to build a ventilator stockpile fell through points to the need for better antitrust enfo…
908,"I love that the new form of measurement for Canadians to social distance during the outbreak is ""about the…"
909,: My husband is working days a week processing tests for key workers.
910,His commute puts him in harm's way for hour…
911,: Trump ACCUSED hospitals of hoarding ventilators.
912,
913,HOARDING Ventilators.
914,
915,Accusing hospitals of having the equipment they…
916,: Highly recommended by Governor of Ohio. must move quickly!
917,: I saw this last night it. It’s incredibly important that responds to this. Using crowded hospital images from It…
918,"Globally, there are currently ,039 confirmed cases and ,868 deaths from the coronavirus COVID-19 outbreak as o…"
919,": NEW:CBS News tells me the misleading video showing an Italian hospital during a segment on NY coronavirus crisis was ""an…"
920,: Get that azz Auntie Maxine!
921,: Would be nice if someone from “the media” would ask about this. Seems like Nancy is lying and they’re covering for her.…
922,": during this lockdown its ok to not wear make up and dress like a slob... its also okay to do a full face, get all dresse…"
923,: President Trump at the coronavirus briefing just now reiterated that his hair is his.
924,
925,He said: My hair is blowing in the wind…
926,: CNN cut away from the coronavirus press briefing when an executive of private company started speaking and encouraged peo…
927,: The My Pillow guy just spoke at the coronavirus press briefing.
928,
929,"No, this is not an SNL skit."
930,: Protecting Texans is one of my highest priorities. The release of thousands of arrestees justly held for felony crimes wou…
931,": TRUMP TODAY: “We're doing a great job, as good a job as you can possibly do."""
932,
933,REALITY: The United States has MORE confirmed…
934,At least someone is in our corner!
935,: Effect of being Quarantined together...
936,
937,": The ""My Pillow Guy"" was at the Corona Virus briefing today? Boy oh boy, do we need SNL this Saturday. If this had been a…"
938,: Coronavirus will end soon. In Jesus name.
939,: OMG the CEO of My Pillow is briefing America about coronavirus response
940,: Every scientist knows this guy. He shows up with a nonsense “theory” about your area of eertise and is indignant that you — a…
941,": The My Pillow guy is speaking at the Coronavirus task force meeting. Someone reset the simulation, please"
942,": Trump, stop congratulating yourself! You’re a failure &amp; you've mishandled this disaster! You're not knowledge…"
943,: Spotted Malabar civet... A critically endangered mammal not seen until resurfaces for the first time in India durin…
944,": Pandemic or not, people are still giving birth. And as coronavirus patients fill hospitals, some pregnant patients are facing the…"
945,It's time for another for you to enjoy while your stuck at home during the
946,": Since and has made all the rage, I figured it was a good time to ask for new l…"
947,": Amid coronavirus closures, Macy's furloughs majority of its ,000 workers"
948,: WATCH: The United States has done more coronavirus testing in the last DAYS than South Korea has done in the last WEE…
949,": Gov. Gretchen Whitmer to end Michigan school year due to coronavirus; seniors graduate, others move up | Bridge Magazine…"
950,": Use alcohol based cleaners to clean your door knobs, remote control, chair handle, switches and chargers regularly in a day…"
951,: and people are just hanging out with each other like it’s nothing
952,Right on
953,": this entire country needs to be on lockdown which will never happen, because then the government would actually have to take…"
954,: Oh shiit they found someone in El Monte
955,: Trump says Republicans would ‘never’ be elected again if it was easier to vote
956,: New York guy outside of a hospital there. An employee even admits they're not overrun w/ coronavirus pts.
957,
958,Fake news has pe…
959,: Leiam atentamente a thread:
960,: The NCAA will not grant winter sports athletes an extra year of eligibility (that includes basketball) due to the coronavirus pa…
961,: Does anyone else hate the My Pillow guy almost as much as you hate Trump?
962,
963,Here is the My Pillow guy lecturing America th…
964,Ima leave lockdown master chef ready
965,: BOOM: obliterates CNN ⬇️
966,
967,"""I want to keep the country calm."""
968,
969,"The coronavirus ""will go away."""
970,
971,"""We're…"
972,STOP BEING SELFLESS PRICKS🤬🤬
973,: doing what we can during these days of COVID-19 for the residents of Riverside County.
974,
975,Humans don’t learn stuff like this very well. Folks keep saying everything will be differ…
976,: Thankful to report my test came back negative &amp; thankful to all who sent well wishes. Thinking of those fighting…
977,: Confusion
978,
979,-We'll increase tests to k a day
980,Govt - Mar11
981,
982,-We'll increase tests to k a day
983,Boris Johnson Mar19
984,
985,-We'…
986,"A bit of spray paint is the least of what Joel Freedman deserves. I'm rolling my eyes at the ""I don't believe in va…"
987,: BREAKING A federal judge in Texas has granted Planned Parenthood &amp; a temporary restraining order against the…
988,"Fang Bin, who eed the truth of , got arrested again on Feb . Here is one of his last clips,"" Star…"
989,Ima start keeping a ring in my pocket just in case I ever run into
990,I swear I could look at her and t…
991,Trump’s Cavalcade Of Dementia Adds New Charlatan
992,: is a treasonous POS!
993,": ,000 have recovered from coronavirus world-wide."
994,I thought it more encouraging to post the wins.
995,: I’m in Central Park - they’re building field hospitals for coronavirus patients
996,India’s idle trains may soon become isolation wards for Covid-19 patients.
997,
998,Railway minister Piyush Goyal said his…
999,: MSNBC personalities are having a complete meltdown about business leaders completely changing their companies overnight to he…
1000,: Watch LIVE: President and Task Force News Conference via
1001,: This isn't a press briefing to inform us about the Corona Virus. This is a politically rally with companies that support t…
1002,": Interesting to see a sudden (and seemingly coordinated) surge of anti-Cuomo tweets, just as a new survey finds that nearly i…"
1003,: Comprehensive demographic data on who is being tested &amp; treated for coronavirus doesn’t exist. &amp; I aren't going…
1004,Coronavirus Florida numbers: deaths confirmed across the state
1005,: (Con't) Many eminent medical professionals are now bravely speaking up about this risk. Here's open letter to Angela Merkel fro…
1006,My friend wants to go for a walk (6 feet apart from each other of course) but she’s been hanging out with her boyfr…
1007,: Fact check: Did the House give itself a pay raise in the coronavirus relief package?
1008,
1009,": virginians that decided to go to the beach over the weekend, congrats we’re on lockdown until june tenth"
1010,: A free press is the backbone of our democracy. Local journalism is essential to keeping us informed and holding power to…
1011,: What questions do you have for our panel tonight?
1012,
1013,Tune in soon at .
1014,New York’s governor issued an urgent appeal for medical volunteers Monday amid a “staggering” number of deaths from…
1015,": : Nationwide movement restrictions are in place until further notice, due to . Follow the instructions of lo…"
1016,: RT if Andrew Cuomo should be removed from office for releasing child rapists from prison because he’s afraid they will g…
1017,: More Americans have now died from the coronavirus than on /11.
1018,
1019,"Trump knew about this for months, but chose to lie and c…"
1020,": GA is the only state with two U.S. Senate races on the ballot in . We must decide if we want two Senators who, when t…"
1021,: The RNA extraction machine used by major hospitals to test for can run samples at a time. If it's run x d…
1022,": Coronavirus doesn’t discriminate, but racial disparities in our health care system may mean Black and Brown families aren't…"
1023,": I’m watching Trump’s press conference so you don’t have. Instead of watching, please let all networks know we don’t want a path…"
1024,: Good conversation with Secretary General on Transatlantic cooperation and the upcoming Ministerial. Thankfu…
1025,: The Unemployed Workers Union has started a petition calling on the to raise the Disability Support Pension in line wit…
1026,": Because we are on at the moment, I’m gonna surprise some people during the outbreak! ️"
1027,
1028,I’m giving five…
1029,"i've shared plenty of positives on fb, not had zucc send me one message, smells like bullshit in here"
1030,Mark Cuban: Trump Deserves All The Credit in the World For Combating Coronavirus
1031,"IRS $1,200 FAQ (few details yet)"
1032,
1033,Who is eligible
1034,How IRS will know where to send pymt
1035,What to do if IRS does not h…
1036,": Of course. It is a critical, important, essential, frequently necessary procedure that should be way more accessible duri…"
1037,Coronavirus: Submarine captain’s advice on social isolation
1038,Twitter Turns Nostalgic after Zomato Tweets about Pani Puri Amid Coronavirus Lockdown
1039,so and released a data table with info about /7437 confirmed cases of . I'm…
1040,: LIVE: arrives in New York in support of the DOD’s response efforts. (no sound)
1041,": Outbreak of in a choir suggests that can be *transmitted via microscopic aerosols*, in additi…"
1042,The number of confirmed COVID-19 cases in the is now . One week ago there were . The infection…
